codigo_ine,nombre
09065,Campillo De Aranda
09066,Campolara
09067,Canicosa De La Sierra
09068,Cantabrana
09070,Carazo
09071,Carcedo De Bureba
09072,Carcedo De Burgos
09073,Cardeñadijo
09074,Cardeñajimeno
09075,Cardeñuela Riopico
09076,Carrias
09077,Cascajares De Bureba
09078,Cascajares De La Sierra
09079,Castellanos De Castro
09083,Castil De Peones
09082,Castildelgado
09084,Castrillo De La Reina
09085,Castrillo De La Vega
09088,Castrillo De Riopisuerga
09086,Castrillo Del Val
09090,Castrillo Matajudíos
09091,Castrojeriz
09063,Cavia
09093,Cayuela
09094,Cebrecos
09095,Celada Del Camino
09098,Cerezo De Río Tirón
09100,Cerratón De Juarros
09101,Ciadoncha
09102,Cillaperlata
09103,Cilleruelo De Abajo
09104,Cilleruelo De Arriba
09105,Ciruelos De Cervera
09108,Cogollos
09109,Condado De Treviño
09110,Contreras
09112,Coruña Del Conde
09113,Covarrubias
09114,Cubillo Del Campo
09115,Cubo De Bureba
09117,"Cueva De Roa, La"
09119,Cuevas De San Clemente
09120,Encío
09122,Espinosa De Cervera
09124,Espinosa De Los Monteros
09123,Espinosa Del Camino
09125,Estépar
09127,Fontioso
09128,Frandovínez
09129,Fresneda De La Sierra Tirón
09130,Fresneña
09131,Fresnillo De Las Dueñas
09132,Fresno De Río Tirón
09133,Fresno De Rodilla
09134,Frías
09135,Fuentebureba
09136,Fuentecén
09137,Fuentelcésped
09138,Fuentelisendo
09139,Fuentemolinos
09140,Fuentenebro
09141,Fuentespina
09143,Galbarros
09144,"Gallega, La"
09148,Grijalba
09149,Grisaleña
09151,Gumiel De Izán
09152,Gumiel De Mercado
09154,Hacinas
09155,Haza
09159,Hontanas
09160,Hontangas
09162,Hontoria De La Cantera
09164,Hontoria De Valdearados
09163,Hontoria Del Pinar
09166,"Hormazas, Las"
09167,Hornillos Del Camino
09168,"Horra, La"
09169,Hortigüela
09170,Hoyales De Roa
09172,Huérmeces
09173,Huerta De Arriba
09174,Huerta De Rey
09175,Humada
09176,Hurones
09177,Ibeas De Juarros
09178,Ibrillos
09179,Iglesiarrubia
09180,Iglesias
09181,Isar
09182,Itero Del Castillo
09183,Jaramillo De La Fuente
09184,Jaramillo Quemado
09189,Junta De Traslaloma
09190,Junta De Villalba De Losa
09191,Jurisdicción De Lara
09192,Jurisdicción De San Zadornil
09194,Lerma
09195,Llano De Bureba
09196,Madrigal Del Monte
09197,Madrigalejo Del Monte
09198,Mahamud
09199,Mambrilla De Castrejón
09200,Mambrillas De Lara
09201,Mamolar
09202,Manciles
09206,Mazuela
09208,Mecerreyes
09209,Medina De Pomar
09211,Melgar De Fernamental
09213,Merindad De Cuesta-Urria
09214,Merindad De Montija
09906,Merindad De Río Ubierna
09215,Merindad De Sotoscueva
09216,Merindad De Valdeporres
09217,Merindad De Valdivielso
09218,Milagros
09219,Miranda De Ebro
09220,Miraveche
09221,Modúbar De La Emparedada
09223,Monasterio De La Sierra
09224,Monasterio De Rodilla
09225,Moncalvillo
09226,Monterrubio De La Demanda
09227,Montorio
09228,Moradillo De Roa
09229,Nava De Roa
09230,Navas De Bureba
09231,Nebreda
09232,Neila
09235,Olmedillo De Roa
09236,Olmillos De Muñó
09238,Oña
09239,Oquillas
09241,Orbaneja Riopico
09242,Padilla De Abajo
09243,Padilla De Arriba
09244,Padrones De Bureba
09246,Palacios De La Sierra
09247,Palacios De Riopisuerga
09248,Palazuelos De La Sierra
09249,Palazuelos De Muñó
09250,Pampliega
09251,Pancorbo
09253,Pardilla
09255,Partido De La Sierra En Tobalina
09256,Pedrosa De Duero
09259,Pedrosa De Río Úrbel
09257,Pedrosa Del Páramo
09258,Pedrosa Del Príncipe
09261,Peñaranda De Duero
09262,Peral De Arlanza
09265,Piérnigas
09266,Pineda De La Sierra
09267,Pineda Trasmonte
09268,Pinilla De Los Barruecos
09269,Pinilla De Los Moros
09270,Pinilla Trasmonte
09272,Poza De La Sal
09273,Prádanos De Bureba
09274,Pradoluengo
09275,Presencio
09276,"Puebla De Arganzón, La"
09277,Puentedura
09279,Quemada
09281,Quintana Del Pidio
09280,Quintanabureba
09283,Quintanaélez
09287,Quintanaortuño
09288,Quintanapalla
09289,Quintanar De La Sierra
09292,Quintanavides
09294,Quintanilla De La Mata
09901,Quintanilla Del Agua Y Tordueles
09295,Quintanilla Del Coco
09298,Quintanilla San García
09301,Quintanilla Vivar
09297,"Quintanillas, Las"
09302,Rabanera Del Pinar
09303,Rábanos
09304,Rabé De Las Calzadas
09306,Rebolledo De La Torre
09307,Redecilla Del Camino
09308,Redecilla Del Campo
09309,Regumiel De La Sierra
09310,Reinoso
09311,Retuerta
09314,Revilla Del Campo
09316,Revilla Vallejera
09312,"Revilla Y Ahedo, La"
09315,Revillarruz
09317,Rezmondo
09318,Riocavado De La Sierra
09321,Roa
09323,Rojas
09325,Royuela De Río Franco
09326,Rubena
09327,Rublacedo De Abajo
09328,Rucandio
09329,Salas De Bureba
09330,Salas De Los Infantes
09332,Saldaña De Burgos
09334,Salinillas De Bureba
09335,San Adrián De Juarros
09337,San Juan Del Monte
09338,San Mamés De Burgos
09339,San Martín De Rubiales
09340,San Millán De Lara
09360,San Vicente Del Valle
09343,Santa Cecilia
09345,Santa Cruz De La Salceda
09346,Santa Cruz Del Valle Urbión
09347,Santa Gadea Del Cid
09348,Santa Inés
09350,Santa María Del Campo
09351,Santa María Del Invierno
09352,Santa María Del Mercadillo
09353,Santa María Rivarredonda
09354,Santa Olalla De Bureba
09355,Santibáñez De Esgueva
09356,Santibáñez Del Val
09358,Santo Domingo De Silos
09361,Sargentes De La Lora
09362,Sarracín
09363,Sasamón
09365,"Sequera De Haza, La"
09366,Solarana
09368,Sordillos
09369,Sotillo De La Ribera
09372,Sotragero
09373,Sotresgudo
09374,Susinos Del Páramo
09375,Tamarón
09377,Tardajos
09378,Tejada
09380,Terradillos De Esgueva
09381,Tinieblas De La Sierra
09382,Tobar
09384,Tordómar
09386,Torrecilla Del Monte
09387,Torregalindo
09388,Torrelara
09389,Torrepadre
09390,Torresandino
09391,Tórtoles De Esgueva
09392,Tosantos
09394,Trespaderne
09395,Tubilla Del Agua
09396,Tubilla Del Lago
09398,Úrbel Del Castillo
09400,Vadocondes
09403,Valdeande
09405,Valdezate
09406,Valdorros
09408,Vallarta De Bureba
09904,Valle De Las Navas
09908,Valle De Losa
09409,Valle De Manzanedo
09410,Valle De Mena
09411,Valle De Oca
09902,Valle De Santibáñez
09905,Valle De Sedano
09412,Valle De Tobalina
09413,Valle De Valdebezana
09414,Valle De Valdelaguna
09415,Valle De Valdelucio
09416,Valle De Zamanzas
09417,Vallejera
09418,Valles De Palenzuela
09419,Valluércanes
09407,Valmala
09422,"Vid De Bureba, La"
09421,"Vid Y Barrios, La"
09423,Vileña
09427,Villadiego
09428,Villaescusa De Roa
09429,Villaescusa La Sombría
09430,Villaespasa
09431,Villafranca Montes De Oca
09432,Villafruela
09433,Villagalijo
09434,Villagonzalo Pedernales
09437,Villahoz
09438,Villalba De Duero
09439,Villalbilla De Burgos
09440,Villalbilla De Gumiel
09441,Villaldemiro
09442,Villalmanzo
09443,Villamayor De Los Montes
09444,Villamayor De Treviño
09445,Villambistia
09446,Villamedianilla
09447,Villamiel De La Sierra
09448,Villangómez
09449,Villanueva De Argaño
09450,Villanueva De Carazo
09451,Villanueva De Gumiel
09454,Villanueva De Teba
09455,Villaquirán De La Puebla
09456,Villaquirán De Los Infantes
09903,Villarcayo De Merindad De Castilla La Vieja
09458,Villariezo
09460,Villasandino
09463,Villasur De Herreros
09464,Villatuelda
09466,Villaverde Del Monte
09467,Villaverde-Mogina
09471,Villayerno Morquillas
09472,Villazopeque
09473,Villegas
09476,Villoruebo
09424,Viloria De Rioja
09425,Vilviestre Del Pinar
09478,Vizcaínos
09480,Zael
09482,Zarzosa De Río Pisuerga
09483,Zazuar
09485,Zuñeda
10001,Abadía
10002,Abertura
10003,Acebo
10004,Acehúche
10005,Aceituna
10006,Ahigal
10903,Alagón Del Río
10007,Albalá
10008,Alcántara
10009,Alcollarín
10010,Alcuéscar
10012,Aldea Del Cano
10013,"Aldea Del Obispo, La"
10011,Aldeacentenera
10014,Aldeanueva De La Vera
10015,Aldeanueva Del Camino
10016,Aldehuela De Jerte
10017,Alía
10018,Aliseda
10019,Almaraz
10020,Almoharín
10021,Arroyo De La Luz
10023,Arroyomolinos
10022,Arroyomolinos De La Vera
10024,Baños De Montemayor
10025,Barrado
10026,Belvís De Monroy
10027,Benquerencia
10028,Berrocalejo
10029,Berzocana
10030,Bohonal De Ibor
10031,Botija
10032,Brozas
10033,Cabañas Del Castillo
10034,Cabezabellosa
10035,Cabezuela Del Valle
10036,Cabrero
10037,Cáceres
10038,Cachorrilla
10039,Cadalso
10040,Calzadilla
10041,Caminomorisco
10042,Campillo De Deleitosa
10043,Campo Lugar
10044,Cañamero
10045,Cañaveral
10046,Carbajo
10047,Carcaboso
10048,Carrascalejo
10049,Casar De Cáceres
10050,Casar De Palomero
10051,Casares De Las Hurdes
10052,Casas De Don Antonio
10053,Casas De Don Gómez
10056,Casas De Millán
10057,Casas De Miravete
10054,Casas Del Castañar
10055,Casas Del Monte
10058,Casatejada
10059,Casillas De Coria
10060,Castañar De Ibor
10061,Ceclavín
10062,Cedillo
10063,Cerezo
10064,Cilleros
10065,Collado
10066,Conquista De La Sierra
10067,Coria
10068,Cuacos De Yuste
10069,"Cumbre, La"
10070,Deleitosa
10071,Descargamaría
10072,Eljas
10073,Escurial
10075,Fresnedoso De Ibor
10076,Galisteo
10077,Garciaz
10078,"Garganta, La"
10079,Garganta La Olla
10080,Gargantilla
10081,Gargüera
10082,Garrovillas De Alconétar
10083,Garvín
10084,Gata
10085,"Gordo, El"
10086,"Granja, La"
10087,Guadalupe
10088,Guijo De Coria
10089,Guijo De Galisteo
10090,Guijo De Granadilla
10091,Guijo De Santa Bárbara
10092,Herguijuela
10093,Hernán-Pérez
10094,Herrera De Alcántara
10095,Herreruela
10096,Hervás
10097,Higuera
10098,Hinojal
10099,Holguera
10100,Hoyos
10101,Huélaga
10102,Ibahernando
10103,Jaraicejo
10104,Jaraíz De La Vera
10105,Jarandilla De La Vera
10106,Jarilla
10107,Jerte
10108,Ladrillar
10109,Logrosán
10110,Losar De La Vera
10111,Madrigal De La Vera
10112,Madrigalejo
10113,Madroñera
10114,Majadas
10115,Malpartida De Cáceres
10116,Malpartida De Plasencia
10117,Marchagaz
10118,Mata De Alcántara
10119,Membrío
10120,Mesas De Ibor
10121,Miajadas
10122,Millanes
10123,Mirabel
10124,Mohedas De Granadilla
10125,Monroy
10126,Montánchez
10127,Montehermoso
10128,Moraleja
10129,Morcillo
10130,Navaconcejo
10131,Navalmoral De La Mata
10132,Navalvillar De Ibor
10133,Navas Del Madroño
10134,Navezuelas
10135,Nuñomoral
10136,Oliva De Plasencia
10137,Palomero
10138,Pasarón De La Vera
10139,Pedroso De Acim
10140,Peraleda De La Mata
10141,Peraleda De San Román
10142,Perales Del Puerto
10143,Pescueza
10144,"Pesga, La"
10145,Piedras Albas
10146,Pinofranqueado
10147,Piornal
10148,Plasencia
10149,Plasenzuela
10150,Portaje
10151,Portezuelo
10152,Pozuelo De Zarzón
10153,Puerto De Santa Cruz
10154,Rebollar
10155,Riolobos
10156,Robledillo De Gata
10157,Robledillo De La Vera
10158,Robledillo De Trujillo
10159,Robledollano
10160,Romangordo
10901,Rosalejo
10161,Ruanes
10162,Salorino
10163,Salvatierra De Santiago
10164,San Martín De Trevejo
10165,Santa Ana
10166,Santa Cruz De La Sierra
10167,Santa Cruz De Paniagua
10168,Santa Marta De Magasca
10169,Santiago De Alcántara
10170,Santiago Del Campo
10171,Santibáñez El Alto
10172,Santibáñez El Bajo
10173,Saucedilla
10174,Segura De Toro
10175,Serradilla
10176,Serrejón
10177,Sierra De Fuentes
10178,Talaván
10179,Talaveruela De La Vera
10180,Talayuela
10181,Tejeda De Tiétar
10182,Toril
10183,Tornavacas
10184,"Torno, El"
10187,Torre De Don Miguel
10188,Torre De Santa María
10185,Torrecilla De Los Ángeles
10186,Torrecillas De La Tiesa
10190,Torrejón El Rubio
10189,Torrejoncillo
10191,Torremenga
10192,Torremocha
10193,Torreorgaz
10194,Torrequemada
10195,Trujillo
10196,Valdastillas
10197,Valdecañas De Tajo
10198,Valdefuentes
10199,Valdehúncar
10200,Valdelacasa De Tajo
10201,Valdemorales
10202,Valdeobispo
10203,Valencia De Alcántara
10204,Valverde De La Vera
10205,Valverde Del Fresno
10902,Vegaviana
10206,Viandar De La Vera
10207,Villa Del Campo
10208,Villa Del Rey
10209,Villamesías
10210,Villamiel
10211,Villanueva De La Sierra
10212,Villanueva De La Vera
10214,Villar De Plasencia
10213,Villar Del Pedroso
10215,Villasbuenas De Gata
10216,Zarza De Granadilla
10217,Zarza De Montánchez
10218,Zarza La Mayor
10219,Zorita
11001,Alcalá De Los Gazules
11002,Alcalá Del Valle
11003,Algar
11004,Algeciras
11005,Algodonales
11006,Arcos De La Frontera
11007,Barbate
11008,"Barrios, Los"
11901,Benalup-Casas Viejas
11009,Benaocaz
11010,Bornos
11011,"Bosque, El"
11012,Cádiz
11013,Castellar De La Frontera
11015,Chiclana De La Frontera
11016,Chipiona
11014,Conil De La Frontera
11017,Espera
11018,"Gastor, El"
11019,Grazalema
11020,Jerez De La Frontera
11021,Jimena De La Frontera
11022,"Línea De La Concepción, La"
11023,Medina-Sidonia
11024,Olvera
11025,Paterna De Rivera
11026,Prado Del Rey
11027,"Puerto De Santa María, El"
11028,Puerto Real
11029,Puerto Serrano
11030,Rota
11031,San Fernando
11902,San José Del Valle
11033,San Roque
11032,Sanlúcar De Barrameda
11034,Setenil De Las Bodegas
11035,Tarifa
11036,Torre Alháquime
11037,Trebujena
11038,Ubrique
11039,Vejer De La Frontera
11040,Villaluenga Del Rosario
11041,Villamartín
11042,Zahara
12002,Aín
12003,Albocàsser
12004,Alcalà De Xivert
12005,"Alcora, L'"
12006,Alcudia De Veo
12007,Alfondeguilla
12008,Algimia De Almonacid
12009,Almazora/Almassora
12010,Almedíjar
12011,Almenara
12901,Alquerías Del Niño Perdido
12012,Altura
12013,Arañuel
12014,Ares Del Maestrat
12015,Argelita
12016,Artana
12001,Atzeneta Del Maestrat
12017,Ayódar
12018,Azuébar
12020,Barracas
12022,Bejís
12024,Benafer
12025,Benafigos
12026,Benasal
12027,Benicarló
12028,Benicasim/Benicàssim
12029,Benlloch
12021,Betxí
12032,Borriana/Burriana
12031,Borriol
12033,Cabanes
12034,Càlig
12036,Canet Lo Roig
12037,Castell De Cabres
12038,Castellfort
12039,Castellnovo
12040,Castellón De La Plana/Castelló De La Plana
12041,Castillo De Villamalefa
12042,Catí
12043,Caudiel
12044,Cervera Del Maestre
12052,Chert/Xert
12053,Chilches/Xilxes
12055,Chodos/Xodos
12056,Chóvar
12045,Cinctorres
12046,Cirat
12048,Cortes De Arenoso
12049,Costur
12050,"Coves De Vinromà, Les"
12051,Culla
12057,Eslida
12058,Espadilla
12059,Fanzara
12060,Figueroles
12061,Forcall
12063,Fuente La Reina
12064,Fuentes De Ayódar
12065,Gaibiel
12067,Geldo
12068,Herbés
12069,Higueras
12070,"Jana, La"
12071,Jérica
12074,"Llosa, La"
12072,Lucena Del Cid
12073,Ludiente
12075,"Mata De Morella, La"
12076,Matet
12077,Moncofa
12078,Montán
12079,Montanejos
12080,Morella
12081,Navajas
12082,Nules
12083,Olocau Del Rey
12084,Onda
12085,Oropesa Del Mar/Orpesa
12087,Palanques
12088,Pavías
12089,Peníscola/Peñíscola
12090,Pina De Montalgrao
12093,"Pobla De Benifassà, La"
12094,"Pobla Tornesa, La"
12091,Portell De Morella
12092,Puebla De Arenoso
12095,Ribesalbes
12096,Rossell
12097,Sacañet
12098,"Salzadella, La"
12101,San Rafael Del Río
12902,Sant Joan De Moró
12099,Sant Jordi/San Jorge
12100,Sant Mateu
12102,Santa Magdalena De Pulpis
12103,Sarratella
12104,Segorbe
12105,Sierra Engarcerán
12106,Soneja
12107,Sot De Ferrer
12108,Sueras/Suera
12109,Tales
12110,Teresa
12111,Tírig
12112,Todolella
12113,Toga
12114,Torás
12115,"Toro, El"
12116,Torralba Del Pinar
12119,"Torre D'En Besora, La"
12120,"Torre D'En Doménec, La"
12117,Torreblanca
12118,Torrechiva
12121,Traiguera
12122,"Useras/Useres, Les"
12124,Vall D'Alba
12125,Vall De Almonacid
12126,"Vall D'Uixó, La"
12123,Vallat
12127,Vallibona
12128,Vilafamés
12132,Vilanova D'Alcolea
12134,Vilar De Canes
12135,Vila-Real
12136,"Vilavella, La"
12129,Villafranca Del Cid/Vilafranca
12130,Villahermosa Del Río
12131,Villamalur
12133,Villanueva De Viver
12137,Villores
12138,Vinaròs
12139,Vistabella Del Maestrazgo
12140,Viver
12141,Zorita Del Maestrazgo
12142,Zucaina
13001,Abenójar
13002,Agudo
13003,Alamillo
13004,Albaladejo
13005,Alcázar De San Juan
13006,Alcoba
13007,Alcolea De Calatrava
13008,Alcubillas
13009,Aldea Del Rey
13010,Alhambra
13011,Almadén
13012,Almadenejos
13013,Almagro
13014,Almedina
13015,Almodóvar Del Campo
13016,Almuradiel
13017,Anchuras
13903,Arenales De San Gregorio
13018,Arenas De San Juan
13019,Argamasilla De Alba
13020,Argamasilla De Calatrava
13021,Arroba De Los Montes
13022,Ballesteros De Calatrava
13023,Bolaños De Calatrava
13024,Brazatortas
13025,Cabezarados
13026,Cabezarrubias Del Puerto
13027,Calzada De Calatrava
13028,Campo De Criptana
13029,Cañada De Calatrava
13030,Caracuel De Calatrava
13031,Carrión De Calatrava
13032,Carrizosa
13033,Castellar De Santiago
13038,Chillón
13034,Ciudad Real
13035,Corral De Calatrava
13036,"Cortijos, Los"
13037,Cózar
13039,Daimiel
13040,Fernán Caballero
13041,Fontanarejo
13042,Fuencaliente
13043,Fuenllana
13044,Fuente El Fresno
13045,Granátula De Calatrava
13046,Guadalmez
13047,Herencia
13048,Hinojosas De Calatrava
13049,Horcajo De Los Montes
13050,"Labores, Las"
13904,Llanos Del Caudillo
13051,Luciana
13052,Malagón
13053,Manzanares
13054,Membrilla
13055,Mestanza
13056,Miguelturra
13057,Montiel
13058,Moral De Calatrava
13059,Navalpino
13060,Navas De Estena
13061,Pedro Muñoz
13062,Picón
13063,Piedrabuena
13064,Poblete
13065,Porzuna
13066,Pozuelo De Calatrava
13067,"Pozuelos De Calatrava, Los"
13068,Puebla De Don Rodrigo
13069,Puebla Del Príncipe
13070,Puerto Lápice
13071,Puertollano
13072,Retuerta Del Bullaque
13901,"Robledo, El"
13902,Ruidera
13073,Saceruela
13074,San Carlos Del Valle
13075,San Lorenzo De Calatrava
13076,Santa Cruz De Los Cáñamos
13077,Santa Cruz De Mudela
13078,Socuéllamos
13079,"Solana, La"
13080,Solana Del Pino
13081,Terrinches
13082,Tomelloso
13083,Torralba De Calatrava
13084,Torre De Juan Abad
13085,Torrenueva
13086,Valdemanco Del Esteras
13087,Valdepeñas
13088,Valenzuela De Calatrava
13089,Villahermosa
13090,Villamanrique
13091,Villamayor De Calatrava
13092,Villanueva De La Fuente
13093,Villanueva De Los Infantes
13094,Villanueva De San Carlos
13095,Villar Del Pozo
13096,Villarrubia De Los Ojos
13097,Villarta De San Juan
13098,Viso Del Marqués
14001,Adamuz
14002,Aguilar De La Frontera
14003,Alcaracejos
14004,Almedinilla
14005,Almodóvar Del Río
14006,Añora
14007,Baena
14008,Belalcázar
14009,Belmez
14010,Benamejí
14011,"Blázquez, Los"
14012,Bujalance
14013,Cabra
14014,Cañete De Las Torres
14015,Carcabuey
14016,Cardeña
14017,"Carlota, La"
14018,"Carpio, El"
14019,Castro Del Río
14020,Conquista
14021,Córdoba
14022,Doña Mencía
14023,Dos Torres
14024,Encinas Reales
14025,Espejo
14026,Espiel
14027,Fernán-Núñez
14028,Fuente La Lancha
14029,Fuente Obejuna
14030,Fuente Palmera
14031,Fuente-Tójar
14032,"Granjuela, La"
14033,Guadalcázar
14034,"Guijo, El"
14035,Hinojosa Del Duque
14036,Hornachuelos
14037,Iznájar
14038,Lucena
14039,Luque
14040,Montalbán De Córdoba
14041,Montemayor
14042,Montilla
14043,Montoro
14044,Monturque
14045,Moriles
14046,Nueva Carteya
14047,Obejo
14048,Palenciana
14049,Palma Del Río
14050,Pedro Abad
14051,Pedroche
14052,Peñarroya-Pueblonuevo
14053,Posadas
14054,Pozoblanco
14055,Priego De Córdoba
14056,Puente Genil
14057,"Rambla, La"
14058,Rute
14059,San Sebastián De Los Ballesteros
14061,Santa Eufemia
14060,Santaella
14062,Torrecampo
14063,Valenzuela
14064,Valsequillo
14065,"Victoria, La"
14066,Villa Del Río
14067,Villafranca De Córdoba
14068,Villaharta
14069,Villanueva De Córdoba
14070,Villanueva Del Duque
14071,Villanueva Del Rey
14072,Villaralto
14073,Villaviciosa De Córdoba
14074,"Viso, El"
14075,Zuheros
15001,Abegondo
15002,Ames
15003,Aranga
15004,Ares
15005,Arteixo
15006,Arzúa
15007,"Baña, A"
15008,Bergondo
15009,Betanzos
15010,Boimorto
15011,Boiro
15012,Boqueixón
15013,Brión
15014,Cabana De Bergantiños
15015,Cabanas
15016,Camariñas
15017,Cambre
15018,"Capela, A"
15019,Carballo
15901,Cariño
15020,Carnota
15021,Carral
15022,Cedeira
15023,Cee
15024,Cerceda
15025,Cerdido
15026,Cesuras
15027,Coirós
15028,Corcubión
15029,Coristanco
15030,"Coruña, A"
15031,Culleredo
15032,Curtis
15033,Dodro
15034,Dumbría
15035,Fene
15036,Ferrol
15037,Fisterra
15038,Frades
15039,Irixoa
15041,"Laracha, A"
15040,Laxe
15042,Lousame
15043,Malpica De Bergantiños
15044,Mañón
15045,Mazaricos
15046,Melide
15047,Mesía
15048,Miño
15049,Moeche
15050,Monfero
15051,Mugardos
15053,Muros
15052,Muxía
15054,Narón
15055,Neda
15056,Negreira
15057,Noia
15058,Oleiros
15059,Ordes
15060,Oroso
15061,Ortigueira
15062,Outes
15063,Oza Dos Ríos
15064,Paderne
15065,Padrón
15066,"Pino, O"
15067,"Pobra Do Caramiñal, A"
15068,Ponteceso
15069,Pontedeume
15070,"Pontes De García Rodríguez, As"
15071,Porto Do Son
15072,Rianxo
15073,Ribeira
15074,Rois
15075,Sada
15076,San Sadurniño
15077,Santa Comba
15078,Santiago De Compostela
15079,Santiso
15080,Sobrado
15081,"Somozas, As"
15082,Teo
15083,Toques
15084,Tordoia
15085,Touro
15086,Trazo
15088,Val Do Dubra
15087,Valdoviño
15089,Vedra
15091,Vilarmaior
15090,Vilasantar
15092,Vimianzo
15093,Zas
16001,Abia De La Obispalía
16002,"Acebrón, El"
16003,Alarcón
16004,Albaladejo Del Cuende
16005,Albalate De Las Nogueras
16006,Albendea
16007,"Alberca De Záncara, La"
16008,Alcalá De La Vega
16009,Alcantud
16010,Alcázar Del Rey
16011,Alcohujate
16012,Alconchel De La Estrella
16013,Algarra
16014,Aliaguilla
16015,"Almarcha, La"
16016,Almendros
16017,Almodóvar Del Pinar
16018,Almonacid Del Marquesado
16019,Altarejos
16020,Arandilla Del Arroyo
16905,Arcas Del Villar
16022,Arcos De La Sierra
16024,Arguisuelas
16025,Arrancacepas
16026,Atalaya Del Cañavate
16027,Barajas De Melo
16029,Barchín Del Hoyo
16030,Bascuñana De San Pedro
16031,Beamud
16032,Belinchón
16033,Belmonte
16034,Belmontejo
16035,Beteta
16036,Boniches
16038,Buciegas
16039,Buenache De Alarcón
16040,Buenache De La Sierra
16041,Buendía
16042,Campillo De Altobuey
16043,Campillos-Paravientos
16044,Campillos-Sierra
16901,Campos Del Paraíso
16045,Canalejas Del Arroyo
16046,Cañada Del Hoyo
16047,Cañada Juncosa
16048,Cañamares
16049,"Cañavate, El"
16050,Cañaveras
16051,Cañaveruelas
16052,Cañete
16053,Cañizares
16055,Carboneras De Guadazaón
16056,Cardenete
16057,Carrascosa
16058,Carrascosa De Haro
16060,Casas De Benítez
16061,Casas De Fernando Alonso
16062,Casas De Garcimolina
16063,Casas De Guijarro
16064,Casas De Haro
16065,Casas De Los Pinos
16066,Casasimarro
16067,Castejón
16068,Castillejo De Iniesta
16070,Castillejo-Sierra
16072,Castillo De Garcimuñoz
16071,Castillo-Albaráñez
16073,Cervera Del Llano
16023,Chillarón De Cuenca
16081,Chumillas
16074,"Cierva, La"
16078,Cuenca
16079,Cueva Del Hierro
16082,Enguídanos
16083,Fresneda De Altarejos
16084,Fresneda De La Sierra
16085,"Frontera, La"
16086,Fuente De Pedro Naharro
16087,Fuentelespino De Haro
16088,Fuentelespino De Moya
16904,Fuentenava De Jábaga
16089,Fuentes
16091,Fuertescusa
16092,Gabaldón
16093,Garaballa
16094,Gascueña
16095,Graja De Campalbo
16096,Graja De Iniesta
16097,Henarejos
16098,"Herrumblar, El"
16099,"Hinojosa, La"
16100,"Hinojosos, Los"
16101,"Hito, El"
16102,Honrubia
16103,Hontanaya
16104,Hontecillas
16106,Horcajo De Santiago
16107,Huélamo
16108,Huelves
16109,Huérguina
16110,Huerta De La Obispalía
16111,Huerta Del Marquesado
16112,Huete
16113,Iniesta
16115,Laguna Del Marquesado
16116,Lagunaseca
16117,Landete
16118,Ledaña
16119,Leganiel
16121,"Majadas, Las"
16122,Mariana
16123,Masegosa
16124,"Mesas, Las"
16125,Minglanilla
16126,Mira
16128,Monreal Del Llano
16129,Montalbanejo
16130,Montalbo
16131,Monteagudo De Las Salinas
16132,Mota De Altarejos
16133,Mota Del Cuervo
16134,Motilla Del Palancar
16135,Moya
16137,Narboneta
16139,Olivares De Júcar
16140,Olmeda De La Cuesta
16141,Olmeda Del Rey
16142,Olmedilla De Alarcón
16143,Olmedilla De Eliz
16145,Osa De La Vega
16146,Pajarón
16147,Pajaroncillo
16148,Palomares Del Campo
16149,Palomera
16150,Paracuellos
16151,Paredes
16152,"Parra De Las Vegas, La"
16153,"Pedernoso, El"
16154,"Pedroñeras, Las"
16155,"Peral, El"
16156,"Peraleja, La"
16157,"Pesquera, La"
16158,"Picazo, El"
16159,Pinarejo
16160,Pineda De Gigüela
16161,Piqueras Del Castillo
16162,Portalrubio De Guadamejud
16163,Portilla
16165,Poyatos
16166,Pozoamargo
16908,Pozorrubielos De La Mancha
16167,Pozorrubio
16169,"Pozuelo, El"
16170,Priego
16171,"Provencio, El"
16172,Puebla De Almenara
16174,Puebla Del Salvador
16175,Quintanar Del Rey
16176,Rada De Haro
16177,Reíllo
16181,Rozalén Del Monte
16185,Saceda-Trasierra
16186,Saelices
16187,Salinas Del Manzano
16188,Salmeroncillos
16189,Salvacañete
16190,San Clemente
16191,San Lorenzo De La Parrilla
16192,San Martín De Boniches
16193,San Pedro Palmiches
16194,Santa Cruz De Moya
16196,Santa María De Los Llanos
16195,Santa María Del Campo Rus
16197,Santa María Del Val
16198,Sisante
16199,Solera De Gabaldón
16909,Sotorribas
16202,Talayuelas
16203,Tarancón
16204,Tébar
16205,Tejadillos
16206,Tinajas
16209,Torralba
16211,Torrejoncillo Del Rey
16212,Torrubia Del Campo
16213,Torrubia Del Castillo
16215,Tragacete
16216,Tresjuncos
16217,Tribaldos
16218,Uclés
16219,Uña
16906,"Valdecolmenas, Los"
16224,Valdemeca
16225,Valdemorillo De La Sierra
16227,Valdemoro-Sierra
16228,Valdeolivas
16902,Valdetórtola
16903,"Valeras, Las"
16231,Valhermoso De La Fuente
16173,"Valle De Altomira, El"
16234,Valsalobre
16236,Valverde De Júcar
16237,Valverdejo
16238,Vara De Rey
16239,Vega Del Codorno
16240,Vellisca
16242,Villaconejos De Trabaque
16243,Villaescusa De Haro
16244,Villagarcía Del Llano
16245,Villalba De La Sierra
16246,Villalba Del Rey
16247,Villalgordo Del Marquesado
